index,Order ID,Cust ID,Gender,Age,Age Group,Date, Month,Status,Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
3135,405-7400775-5177956,7400775,Women,36,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,J0034-SET-XXXL,Set,3XL,1,INR,717,BENGALURU,KARNATAKA,560003,IN,FALSE
3136,407-4043206-8250739,4043206,Women,36,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,J0341-DR-XL,Western Dress,XL,1,INR,1168,HYDERABAD,TELANGANA,500044,IN,FALSE
3137,408-1710525-9605153,1710525,Men,34,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET116-KR-NP-XXXL,Set,3XL,1,INR,573,Mohali,Punjab,160071,IN,FALSE
3138,408-2837348-4266706,2837348,Women,27,Adult 25-55,9/4/2022,Sep,Returned,Flipkart,SET291-KR-PP-XS,Set,XS,1,INR,605,SHIMLA,HIMACHAL PRADESH,171002,IN,FALSE
3139,408-9316962-5184359,9316962,Women,76,Senior 55+,9/4/2022,Sep,Delivered,Flipkart,SET350-KR-NP-XXXL,Set,3XL,1,INR,1122,RATLAM,MADHYA PRADESH,457001,IN,FALSE
3140,404-6549960-8937923,6549960,Women,23,Teenage 18-25,9/4/2022,Sep,Delivered,Amazon,MEN5019-KR-L,kurta,L,1,INR,655,JAIPUR,RAJASTHAN,302020,IN,FALSE
3141,405-7500334-3815520,7500334,Women,48,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0243-DR-XXXL,Ethnic Dress,3XL,1,INR,999,RAMANATHAPURAM,TAMIL NADU,623501,IN,FALSE
3142,407-3468580-4943551,3468580,Women,57,Senior 55+,9/4/2022,Sep,Delivered,Others,JNE3567-KR-L,kurta,L,1,INR,399,GONDIYA,MAHARASHTRA,441601,IN,FALSE
3143,408-2632576-3474728,2632576,Women,29,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET374-KR-NP-M,Set,M,1,INR,627,SRINAGAR,UTTARAKHAND,246174,IN,FALSE
3144,404-3488493-1173903,3488493,Men,27,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,SET269-KR-NP-XL,Set,XL,1,INR,809,VISAKHAPATNAM,ANDHRA PRADESH,530013,IN,FALSE
3145,408-1885894-2416316,1885894,Women,45,Adult 25-55,9/4/2022,Sep,Returned,Ajio,JNE2291-KR-602-XS,kurta,XS,1,INR,376,VIKASNAGAR,UTTARAKHAND,248198,IN,FALSE
3146,404-8796350-4437118,8796350,Women,46,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET184-KR-PP-L,Set,L,1,INR,563,BENGALURU,KARNATAKA,560016,IN,FALSE
3147,171-8384429-7321106,8384429,Women,43,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,J0119-TP-XXXL,Top,3XL,1,INR,758,MUMBAI,MAHARASHTRA,400092,IN,FALSE
3148,171-6808007-6740325,6808007,Women,70,Senior 55+,9/4/2022,Sep,Delivered,Amazon,J0033-KR-XS,kurta,XS,1,INR,399,VISAKHAPATNAM,ANDHRA PRADESH,530017,IN,FALSE
3149,404-4741895-6756320,4741895,Women,44,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,SET209-KR-PP-M,Set,M,1,INR,507,HYDERABAD,TELANGANA,500089,IN,FALSE
3150,406-2686666-5753917,2686666,Men,41,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,J0095-SET-XXXL,Set,3XL,1,INR,653,NEW DELHI,DELHI,110070,IN,FALSE
3151,406-5352317-4523533,5352317,Women,20,Teenage 18-25,9/4/2022,Sep,Delivered,Amazon,MEN5004-KR-XXXL,kurta,3XL,1,INR,709,Siliguri,WEST BENGAL,734003,IN,FALSE
3152,405-1986848-7680313,1986848,Women,62,Senior 55+,9/4/2022,Sep,Delivered,Amazon,J0003-SET-S,Set,S,1,INR,664,GOLA GOKARANNATH,UTTAR PRADESH,262802,IN,FALSE
3153,403-0053473-2636359,53473,Women,31,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,JNE2153-KR-278-A-S,kurta,S,1,INR,424,KALABURGI,KARNATAKA,585102,IN,FALSE
3154,407-2127031-2480333,2127031,Women,59,Senior 55+,9/4/2022,Sep,Delivered,Myntra,J0342-TP-L,Top,L,1,INR,574,SONIPAT,HARYANA,131001,IN,FALSE
3155,407-1253198-6954724,1253198,Women,39,Adult 25-55,9/4/2022,Sep,Delivered,Nalli,JNE3468-KR-XXL,kurta,XXL,1,INR,339,INDORE,MADHYA PRADESH,452016,IN,FALSE
3156,404-6355894-6671514,6355894,Women,41,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET375-KR-NP-L,Set,L,1,INR,696,CHOONDAL,KERALA,680502,IN,FALSE
3157,404-6355894-6671514,6355894,Women,32,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,SET388-KR-NP-XXL,Set,XXL,1,INR,1299,NEW DELHI,DELHI,110059,IN,FALSE
3158,171-4360990-1586736,4360990,Men,27,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,SET288-KR-NP-L,Set,L,1,INR,650,MUMBAI,MAHARASHTRA,400065,IN,FALSE
3159,406-1990173-0316322,1990173,Women,33,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,JNE1525-KR-UDF19-A-M,kurta,M,1,INR,301,ALIBAG,MAHARASHTRA,402203,IN,FALSE
3160,408-0566626-9080307,566626,Women,57,Senior 55+,9/4/2022,Sep,Delivered,Flipkart,J0244-SKD-XS,Set,XS,1,INR,1220,COLVALE,GOA,403513,IN,FALSE
3161,406-7947728-6360322,7947728,Women,69,Senior 55+,9/4/2022,Sep,Delivered,Flipkart,J0230-SKD-L,Set,L,1,INR,1111,FARIDABAD,HARYANA,121003,IN,FALSE
3162,404-2280866-0274746,2280866,Women,41,Adult 25-55,9/4/2022,Sep,Cancelled,Flipkart,JNE3516-KR-E-XS,kurta,XS,1,INR,345,NEW DELHI,DELHI,110059,IN,FALSE
3163,404-2280866-0274746,2280866,Women,47,Adult 25-55,9/4/2022,Sep,Delivered,Nalli,SET334-KR-NP-XXXL,Set,3XL,1,INR,657,BETUL BAZAR,MADHYA PRADESH,460004,IN,FALSE
3164,402-7211335-1605143,7211335,Women,26,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,JNE3887-KR-L,kurta,L,1,INR,526,GURUGRAM,HARYANA,122001,IN,FALSE
3165,406-6731054-5661942,6731054,Women,28,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,JNE3405-KR-S,kurta,S,1,INR,449,MUMBAI,MAHARASHTRA,400093,IN,FALSE
3166,404-0404311-6565159,404311,Women,53,Adult 25-55,9/4/2022,Sep,Cancelled,Amazon,J0341-DR-XL,Western Dress,XL,1,INR,743,Shimoga,KARNATAKA,577204,IN,FALSE
3167,403-2537435-1030765,2537435,Women,41,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,JNE3461-KR-XXL,kurta,XXL,1,INR,399,GUNTUR,ANDHRA PRADESH,522001,IN,FALSE
3168,404-0672633-0098758,672633,Men,65,Senior 55+,9/4/2022,Sep,Delivered,Amazon,SET374-KR-NP-L,Set,L,1,INR,597,HYDERABAD,TELANGANA,500050,IN,FALSE
3169,171-6078837-9125102,6078837,Men,41,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,J0236-SKD-S,Set,S,1,INR,950,LUCKNOW,UTTAR PRADESH,226020,IN,FALSE
3170,404-6046527-3981130,6046527,Men,51,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0382-SKD-L,Set,L,1,INR,1137,KRISHNAGIRI,TAMIL NADU,635114,IN,FALSE
3171,171-8661771-1265965,8661771,Women,38,Adult 25-55,9/4/2022,Sep,Returned,Flipkart,JNE3405-KR-S,kurta,S,1,INR,399,CHANDIGARH,CHANDIGARH,160023,IN,FALSE
3172,408-6839293-9846758,6839293,Women,34,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,JNE3787-KR-XXXL,kurta,3XL,1,INR,487,Ghaziabad,UTTAR PRADESH,201014,IN,FALSE
3173,405-7903439-6383537,7903439,Women,77,Senior 55+,9/4/2022,Sep,Delivered,Flipkart,JNE3680-TU-XXL,Top,XXL,2,INR,1148,PONDICHERRY,PUDUCHERRY,605008,IN,FALSE
3174,403-0759242-2605967,759242,Women,41,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,J0119-TP-XXXL,Top,3XL,1,INR,750,NEW DELHI,DELHI,110025,IN,FALSE
3175,402-0955685-1474759,955685,Women,43,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,JNE3800-KR-L,Western Dress,L,1,INR,724,RATLAM,MADHYA PRADESH,457001,IN,FALSE
3176,171-5510849-4865113,5510849,Women,27,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,J0008-SKD-S,Set,S,1,INR,1065,WARANGAL,TELANGANA,506003,IN,FALSE
3177,402-7199380-3724307,7199380,Women,33,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,JNE3784-KR-M,kurta,M,1,INR,458,Pune,MAHARASHTRA,411045,IN,FALSE
3178,407-0343634-4538768,343634,Men,26,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0127-SKD-S,Set,S,1,INR,1115,NOIDA,UTTAR PRADESH,201301,IN,FALSE
3179,405-7588050-8839500,7588050,Women,21,Teenage 18-25,9/4/2022,Sep,Delivered,Myntra,JNE3468-KR-M,kurta,M,1,INR,397,HYDERABAD,TELANGANA,500039,IN,FALSE
3180,406-4454007-9596356,4454007,Women,72,Senior 55+,9/4/2022,Sep,Delivered,Amazon,JNE1233-BLUE-KR-031-XS,kurta,XS,1,INR,376,Pune,MAHARASHTRA,411015,IN,FALSE
3181,405-5571913-3742758,5571913,Women,37,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,JNE3405-KR-M,kurta,M,1,INR,435,MARGAO,GOA,403601,IN,FALSE
3182,408-5853281-2077914,5853281,Women,59,Senior 55+,9/4/2022,Sep,Delivered,Flipkart,JNE3794-KR-XL,kurta,XL,1,INR,497,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
3183,406-9398843-4033131,9398843,Men,46,Adult 25-55,9/4/2022,Sep,Delivered,Others,J0095-SET-XXL,Set,XXL,1,INR,643,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE
3184,404-2523811-7869952,2523811,Women,38,Adult 25-55,9/4/2022,Sep,Delivered,Ajio,J0117-TP-XS,Top,XS,1,INR,512,GREATER NOIDA,UTTAR PRADESH,201306,IN,FALSE
3185,171-0492900-4330750,492900,Women,36,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,JNE3838-KR-XXL,kurta,XXL,1,INR,399,CHENNAI,TAMIL NADU,600116,IN,FALSE
3186,408-3001928-6360322,3001928,Women,25,Teenage 18-25,9/4/2022,Sep,Delivered,Myntra,JNE3861-DR-M,Western Dress,M,1,INR,1044,GHAZIABAD,UTTAR PRADESH,201007,IN,FALSE
3187,404-8826763-2780339,8826763,Women,24,Teenage 18-25,9/4/2022,Sep,Delivered,Amazon,JNE3546-KR-M,kurta,M,1,INR,487,BENGALURU,KARNATAKA,560040,IN,FALSE
3188,404-6071742-4109147,6071742,Women,49,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,PJNE2199-KR-N-5XL,kurta,5XL,1,INR,426,BENGALURU,KARNATAKA,560048,IN,FALSE
3189,408-2533717-3984349,2533717,Women,19,Teenage 18-25,9/4/2022,Sep,Delivered,Myntra,JNE1977-KR-237-M,kurta,M,1,INR,259,SILIGURI,WEST BENGAL,734005,IN,FALSE
3190,403-3794022-3297137,3794022,Women,50,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0184-KR-A-XL,kurta,XL,1,INR,405,THANE,MAHARASHTRA,400604,IN,FALSE
3191,408-9061957-7097117,9061957,Women,32,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,MEN5009-KR-XL,kurta,XL,1,INR,499,KOLKATA,WEST BENGAL,700152,IN,FALSE
3192,407-5346072-0451564,5346072,Women,21,Teenage 18-25,9/4/2022,Sep,Delivered,Nalli,SET304-KR-DPT-S,Set,S,1,INR,1129,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE
3193,402-1928170-2302711,1928170,Women,64,Senior 55+,9/4/2022,Sep,Delivered,Amazon,SET345-KR-NP-S,Set,S,1,INR,635,CUTTACK,ODISHA,753004,IN,FALSE
3194,407-7545707-2373900,7545707,Women,41,Adult 25-55,9/4/2022,Sep,Delivered,Ajio,JNE3500-KR-XXXL,kurta,3XL,1,INR,348,NAVI MUMBAI,MAHARASHTRA,410210,IN,FALSE
3195,404-1400457-1365133,1400457,Women,41,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,JNE3522-KR-L,kurta,L,1,INR,325,CHENNAI,TAMIL NADU,600102,IN,FALSE
3196,406-7088853-9380324,7088853,Women,22,Teenage 18-25,9/4/2022,Sep,Delivered,Amazon,PJNE2199-KR-N-6XL,kurta,6XL,1,INR,728,MADURAI,TAMIL NADU,625007,IN,FALSE
3197,404-9253123-7579560,9253123,Men,78,Senior 55+,9/4/2022,Sep,Delivered,Myntra,SET269-KR-NP-M,Set,M,1,INR,824,BENGALURU,KARNATAKA,560094,IN,FALSE
3198,406-8724499-7619501,8724499,Women,30,Adult 25-55,9/4/2022,Sep,Delivered,Ajio,JNE3458-KR-M,kurta,M,1,INR,380,Fort.MUMBAI,MAHARASHTRA,400023,IN,FALSE
3199,403-6359288-3319536,6359288,Women,48,Adult 25-55,9/4/2022,Sep,Delivered,Ajio,JNE3635-KR-XXL,kurta,XXL,1,INR,345,HYDERABAD,TELANGANA,500090,IN,FALSE
3200,171-2380613-8765906,2380613,Men,37,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET344-KR-NP-XXXL,Set,3XL,1,INR,968,BENGALURU,KARNATAKA,560058,IN,FALSE
3201,171-4514855-1427546,4514855,Women,21,Teenage 18-25,9/4/2022,Sep,Delivered,Nalli,JNE3753-KR-XXXL,kurta,3XL,1,INR,499,BAGRU,RAJASTHAN,303007,IN,FALSE
3202,408-6299693-2041918,6299693,Women,35,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0416-DR-L,Western Dress,L,2,INR,1650,sathyamangalam,TAMIL NADU,638402,IN,FALSE
3203,405-2826109-5612351,2826109,Women,41,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,J0157-DR-XL,Western Dress,XL,1,INR,659,NEW TOWN,WEST BENGAL,700136,IN,FALSE
3204,404-2778110-3387558,2778110,Women,34,Adult 25-55,9/4/2022,Sep,Delivered,Meesho,PJ0096-KR-N-5XL,kurta,5XL,1,INR,688,LUCKNOW,UTTAR PRADESH,226025,IN,FALSE
3205,404-9204315-7745948,9204315,Men,43,Adult 25-55,9/4/2022,Sep,Delivered,Ajio,J0041-SET-L,Set,L,1,INR,660,SURAT,GUJARAT,395009,IN,FALSE
3206,407-3198450-3297932,3198450,Men,33,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET378-KR-NP-XL,Set,XL,1,INR,1299,HYDERABAD,TELANGANA,500043,IN,FALSE
3207,171-9442967-5749912,9442967,Men,48,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,J0013-SKD-XXXL,Set,3XL,1,INR,1085,CHENNAI,TAMIL NADU,600130,IN,FALSE
3208,404-1477314-6759518,1477314,Men,19,Teenage 18-25,9/4/2022,Sep,Delivered,Meesho,SET377-KR-NP-L,Set,L,1,INR,1036,UNNAO,UTTAR PRADESH,226301,IN,FALSE
3209,404-5373353-8915521,5373353,Men,24,Teenage 18-25,9/4/2022,Sep,Delivered,Amazon,SET268-KR-NP-S,Set,S,1,INR,788,KOLHAPUR,MAHARASHTRA,416012,IN,FALSE
3210,171-5800267-0406743,5800267,Men,76,Senior 55+,9/4/2022,Sep,Delivered,Flipkart,J0008-SKD-M,Set,M,1,INR,1133,JHANSI,UTTAR PRADESH,284200,IN,FALSE
3211,406-0737736-4301108,737736,Men,33,Adult 25-55,9/4/2022,Sep,Delivered,Nalli,J0009-SKD-L,Set,L,1,INR,828,BENGALURU,KARNATAKA,560043,IN,TRUE
3212,405-4685203-8967558,4685203,Women,25,Teenage 18-25,9/4/2022,Sep,Delivered,Nalli,JNE3399-KR-XXXL,kurta,3XL,1,INR,435,Navi mumbai,MAHARASHTRA,400703,IN,FALSE
3213,408-8549461-7380357,8549461,Men,63,Senior 55+,9/4/2022,Sep,Delivered,Nalli,J0376-SKD-S,Set,S,1,INR,969,BHOPAL,MADHYA PRADESH,462023,IN,FALSE
3214,408-3383359-6329922,3383359,Men,73,Senior 55+,9/4/2022,Sep,Delivered,Flipkart,SET350-KR-NP-M,Set,M,1,INR,1098,MUMBAI,MAHARASHTRA,400095,IN,FALSE
3215,403-0699599-4306711,699599,Women,46,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,SAR013,Saree,Free,1,INR,1115,DULIAJAN,ASSAM,786602,IN,FALSE
3216,402-1848379-5942730,1848379,Women,52,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SAR021,Saree,Free,1,INR,799,BHUBANESWAR,ODISHA,751016,IN,FALSE
3217,406-1694409-3017128,1694409,Women,49,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,JNE3568-KR-M,kurta,M,1,INR,399,MUMBAI,MAHARASHTRA,400052,IN,FALSE
3218,407-7968878-5857103,7968878,Women,21,Teenage 18-25,9/4/2022,Sep,Delivered,Meesho,JNE3578-KR-XL,kurta,XL,1,INR,594,KALYAN,MAHARASHTRA,421202,IN,FALSE
3219,407-3036751-3050718,3036751,Men,24,Teenage 18-25,9/4/2022,Sep,Delivered,Myntra,SET183-KR-DH-M,Set,M,1,INR,759,GHAZIABAD,UTTAR PRADESH,201017,IN,FALSE
3220,171-4367754-8625918,4367754,Men,29,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,SET098-KR-PP-M,Set,M,1,INR,759,BENGALURU,KARNATAKA,560103,IN,FALSE
3221,171-4367754-8625918,4367754,Women,33,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET378-KR-NP-S,Set,S,1,INR,1324,SALEM,TAMIL NADU,636004,IN,FALSE
3222,171-4367754-8625918,4367754,Women,43,Adult 25-55,9/4/2022,Sep,Delivered,Ajio,SET342-KR-NP-N-XL,Set,XL,1,INR,850,VASCO DA GAMA,GOA,403801,IN,FALSE
3223,171-4367754-8625918,4367754,Women,47,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,SET291-KR-PP-L,Set,L,1,INR,605,MANGALURU,KARNATAKA,575006,IN,FALSE
3224,171-4367754-8625918,4367754,Women,39,Adult 25-55,9/4/2022,Sep,Delivered,Ajio,JNE3458-KR-L,kurta,L,1,INR,369,CHENNAI,TAMIL NADU,600130,IN,FALSE
3225,403-0066425-9648335,66425,Women,39,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET197-KR-NP-M,Set,M,1,INR,759,GREATER NOIDA,UTTAR PRADESH,201306,IN,FALSE
3226,406-7752572-5576359,7752572,Men,44,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0134-SET-M,Set,M,1,INR,699,"Chalakudy , Thrissur",KERALA,680307,IN,FALSE
3227,407-5486838-6505900,5486838,Women,27,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,JNE3440-KR-N-M,kurta,M,1,INR,435,AHMEDABAD,GUJARAT,382481,IN,FALSE
3228,407-3021258-4117122,3021258,Women,33,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0339-DR-XL,Western Dress,XL,1,INR,1033,BENGALURU,KARNATAKA,562125,IN,FALSE
3229,171-0622010-2177158,622010,Women,34,Adult 25-55,9/4/2022,Sep,Delivered,Meesho,PJNE3068-KR-6XL,kurta,6XL,1,INR,1043,MYSURU,KARNATAKA,570020,IN,FALSE
3230,171-0622010-2177158,622010,Women,20,Teenage 18-25,9/4/2022,Sep,Delivered,Nalli,PJNE3068-KR-6XL,kurta,6XL,1,INR,1043,NEW DELHI,DELHI,110017,IN,FALSE
3231,406-3391422-7782767,3391422,Women,29,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0341-DR-L,Western Dress,L,1,INR,791,Pune,MAHARASHTRA,411058,IN,FALSE
3232,406-3391422-7782767,3391422,Women,42,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0341-DR-XXXL,Western Dress,3XL,1,INR,744,TIRUPATI,ANDHRA PRADESH,517101,IN,FALSE
3233,406-1727876-2906739,1727876,Men,22,Teenage 18-25,9/4/2022,Sep,Delivered,Myntra,J0003-SET-XL,Set,XL,1,INR,696,MEERUT,UTTAR PRADESH,250001,IN,FALSE
3234,402-3287101-3461925,3287101,Women,23,Teenage 18-25,9/4/2022,Sep,Delivered,Amazon,MEN5021-KR-L,kurta,L,1,INR,533,Mumbai,MAHARASHTRA,400078,IN,FALSE
3235,406-0662394-2771544,662394,Women,47,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,JNE3461-KR-M,kurta,M,1,INR,379,JASHPURNAGAR,CHHATTISGARH,496331,IN,FALSE
3236,405-4555452-6575548,4555452,Women,37,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,J0301-TP-XL,Top,XL,1,INR,693,MANGALURU,KARNATAKA,574229,IN,FALSE
3237,403-1527334-2905937,1527334,Women,28,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,JNE3311-KR-XS,kurta,XS,1,INR,599,VIRALIMALAI,TAMIL NADU,621316,IN,FALSE
3238,403-1527334-2905937,1527334,Women,40,Adult 25-55,9/4/2022,Sep,Refunded,Flipkart,JNE2199-KR-411-A-XS,kurta,XS,1,INR,353,NEDUMANGAD,KERALA,695541,IN,FALSE
3239,405-5374033-8964303,5374033,Women,37,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,J0334-TP-XS,Top,XS,1,INR,549,BENGALURU,KARNATAKA,560037,IN,FALSE
3240,408-3017744-9598741,3017744,Women,70,Senior 55+,9/4/2022,Sep,Delivered,Meesho,J0413-DR-XL,Western Dress,XL,1,INR,968,GURUGRAM,HARYANA,122018,IN,FALSE
3241,408-8202295-0434701,8202295,Men,47,Adult 25-55,9/4/2022,Sep,Returned,Amazon,J0236-SKD-M,Set,M,1,INR,912,BENGALURU,KARNATAKA,560011,IN,FALSE
3242,405-3247486-0586726,3247486,Women,30,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET328-KR-NP-XL,Set,XL,1,INR,635,AURANGABAD,MAHARASHTRA,431002,IN,FALSE
3243,407-6993663-2486708,6993663,Men,40,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET265-KR-NP-L,Set,L,1,INR,877,Leh,LADAKH,194101,IN,FALSE
3244,403-0249943-3735573,249943,Women,69,Senior 55+,9/4/2022,Sep,Delivered,Myntra,SAR029,Saree,Free,1,INR,333,"anna Nagar west, chennai",TAMIL NADU,600040,IN,FALSE
3245,404-4828874-9710749,4828874,Men,37,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,J0012-SKD-XL,Set,XL,1,INR,1140,ZIRAKPUR,PUNJAB,140603,IN,FALSE
3246,171-9602203-1095541,9602203,Women,32,Adult 25-55,9/4/2022,Sep,Returned,Flipkart,JNE2014-KR-178-XL,kurta,XL,1,INR,330,PATNA,BIHAR,800020,IN,FALSE
3247,171-9880082-0732322,9880082,Women,75,Senior 55+,9/4/2022,Sep,Delivered,Amazon,SET293-KR-NP-XXXL,Set,3XL,1,INR,736,MUMBAI,MAHARASHTRA,400018,IN,FALSE
3248,408-0709888-6512302,709888,Women,30,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,JNE3465-KR-M,kurta,M,1,INR,502,Bengaluru,KARNATAKA,560043,IN,FALSE
3249,406-9572242-6338724,9572242,Women,47,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,JNE3721-KR-L,kurta,L,1,INR,329,AJMER,RAJASTHAN,305001,IN,FALSE
3250,404-6704525-9234746,6704525,Women,29,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,JNE3870-DR-XL,Western Dress,XL,1,INR,677,Ponda,GOA,403401,IN,FALSE
3251,405-3172282-0529113,3172282,Women,25,Teenage 18-25,9/4/2022,Sep,Delivered,Myntra,SAR023,Saree,Free,1,INR,771,CHENNAI,TAMIL NADU,600012,IN,FALSE
3252,405-3172282-0529113,3172282,Women,26,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,SAR004,Saree,Free,1,INR,988,Bhopal,MADHYA PRADESH,462024,IN,FALSE
3253,171-3815261-2825948,3815261,Women,21,Teenage 18-25,9/4/2022,Sep,Delivered,Amazon,SAR028,Saree,Free,1,INR,660,BHINGA,UTTAR PRADESH,271831,IN,FALSE
3254,171-3815261-2825948,3815261,Women,26,Adult 25-55,9/4/2022,Sep,Delivered,Meesho,BL104-XXL,Blouse,XXL,1,INR,493,BENGALURU,KARNATAKA,560029,IN,FALSE
3255,171-0291428-2083564,291428,Men,42,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,J0230-SKD-M,Set,M,1,INR,1319,Barabanki,UTTAR PRADESH,225204,IN,FALSE
3256,405-2129106-6047554,2129106,Women,43,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SAR028,Saree,Free,1,INR,737,VERNA,GOA,403722,IN,FALSE
3257,406-4608554-0042735,4608554,Women,30,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0157-DR-XL,Western Dress,XL,1,INR,588,Bangalore,KARNATAKA,560086,IN,FALSE
3258,405-5789736-5864339,5789736,Women,48,Adult 25-55,9/4/2022,Sep,Delivered,Myntra,SET374-KR-NP-XXL,Set,XXL,1,INR,626,KANPUR,UTTAR PRADESH,208027,IN,FALSE
3259,404-4875101-7606706,4875101,Women,60,Senior 55+,9/4/2022,Sep,Cancelled,Amazon,JNE3721-KR-L,kurta,L,1,INR,292,COIMBATORE,TAMIL NADU,641025,IN,FALSE
3260,404-0062102-9641144,62102,Men,27,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,J0280-SKD-M,Set,M,1,INR,1556,ULUBERIA,WEST BENGAL,711316,IN,FALSE
3261,402-3491360-2797962,3491360,Men,47,Adult 25-55,9/4/2022,Sep,Delivered,Ajio,SET144-KR-NP-S,Set,S,1,INR,788,MURBAD,MAHARASHTRA,421401,IN,FALSE
3262,408-4284666-6808365,4284666,Women,68,Senior 55+,9/4/2022,Sep,Delivered,Amazon,SAR006,Saree,Free,1,INR,1099,Bengaluru,KARNATAKA,560067,IN,FALSE
3263,407-8982595-8840318,8982595,Women,65,Senior 55+,9/4/2022,Sep,Delivered,Amazon,J0339-DR-XXL,Western Dress,XXL,1,INR,1091,Hyderabad,TELANGANA,500053,IN,FALSE
3264,402-7358762-7125102,7358762,Women,28,Adult 25-55,9/4/2022,Sep,Delivered,Flipkart,NW016-ST-SR-M,Set,M,1,INR,560,BENGALURU,KARNATAKA,560037,IN,FALSE
3265,405-2145174-6215546,2145174,Men,41,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SET357-KR-NP-XL,Set,XL,1,INR,725,MUMBAI,MAHARASHTRA,400001,IN,FALSE
3266,404-3884447-0582728,3884447,Women,37,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,JNE3870-DR-S,Western Dress,S,1,INR,688,THIRUVANANTHAPURAM,KERALA,695035,IN,FALSE
3267,402-5469736-9086747,5469736,Women,55,Adult 25-55,9/4/2022,Sep,Delivered,Others,SAR026,Saree,Free,1,INR,399,RAE BARELI,UTTAR PRADESH,229001,IN,FALSE
3268,407-6368046-6193133,6368046,Women,46,Adult 25-55,9/4/2022,Sep,Delivered,Amazon,SAR012,Saree,Free,1,INR,560,"Chengannur, Alappuzha District",KERALA,689505,IN,FALSE
